慣性力,慣性抵抗
混濁,渾濁
鉛華,鉛華
輿論,公論
僮子僧,僮子僧
尾蔘茶,尾蔘茶
菜圃,菜圃
賭只,支定
無任,無任
濊國,蘂國
茵褥,茵席
移越,繰越
販賣額,賣上金
使人,使喚
商船,商船
偏東風,偏東風
請牒,請牒狀
滅亡,隆興
醫藥品,醫藥物
再送電報,再送
風聽,風聞
監視窓,監視窓
膏腴之地,膏腴之地
原本,原刊本
行績,行跡
神謀,妙思
秩序,渾沌
唐黃羅,唐亢羅
職銜,職銜
高離,高離
許容法規,許容法規
保育,幼兒敎育
覆鉢,伏鉢
桃紅色,桃花色
風葬,風葬
嵌谷,嵌谷
痳病,痳病
奉畓,天奉畓
或也,或也
直後,直前
老齡,暮年
自己免疫,自免疫
頰骨,頰骨
病席,病床
洑水稅,洑水稅
舶物,舶物
六呂,六始
貧道,貧道
牙旗,牙旗
樹子,嫡子
五加,五茄
擔保物,擔保物
首夏,早夏
敲擊樂器,打樂器
雄傑,英傑
不安心,不安
武備,軍備
四溟堂,四溟大師
長時間,短時間
私心,私意
內侍,內官
觀光之人,觀光客
有事之秋,有事之秋
土地神,土地神
大度,大度
等價槪念,等價槪念
敵臺,望臺
正午,亭午
訃告,訃音
煙霧劑,烟霧劑
朋知,朋執
小兒痲痹,小兒痲痺
硅石,硅巖
赤脚仙人,赤脚仙
含漱劑,含漱藥
賊窟,賊穴
飯饌,食饌
鉛直面,垂直面
乙夜,乙夜
呼吸率,呼吸係數
黃門,內侍
工産物,工産
規定溶液,標準液
時享祭,時享
遲刻,遲參
山茨菰,山慈姑
月宮殿,月宮
星槎,星槎
級槪念,級槪念
返報,返報
違越,違反
前酌,前酌
庭鞫,庭鞫
陀佛,阿彌陀
座金,座鐵
大陸氣候,大陸性氣候
知悉,熟悉
非命,橫死
驕慢,傲然
空心腹,食前服
古注,古注
狼莠,狗尾草
新元,元辰
趣旨書,趣意書
三眼砲,三眼銃
虧損,虧損
黑色人種,黑色人種
醴酒,甘酒
掃除婦,掃除婦
衾具,寢衾
編曆學,曆推算學
體軀,身軀
凌侮,凌侮
貝子,貝子
手票帳,手票帳
職品,職品
付着,付着
就職,失職
書尺,便紙
濕地村,濕地村
仰慕,仰慕
視點,注視點
單獨國,單純國
野猫,野貓
讀破,讀了
神秘論,神祕論
東明聖王,東明聖王
沈漬,浸漬
祕訣,祕鑰
立春祝,立春祝
鑽石,鑽石
斷種手術,斷種手術
要因行爲,要因行爲
刹那,永劫
都堂,都堂
眼境,眼界
鱆魚,飯鮹
先軌,先軌
拜覆,拜復
男兒,男子
殘留現象,殘留現象
閎廓,宏廓
早食,早食
圍擁,圍擁
生獲,生獲
軺車,軺車
穀物關稅,穀物關稅
刻版本,刻本
四閣門,四閣門
計筴,計筴
黃角,黃角
神彩,神彩
文談,文談
所持人,所持者
警察國家,警察國家
大辯,大辯
角觝,相撲
登天,登天
排置,布置
許給,許施
連接杆,連桿
獄門臺,梟木
白叟,老蒼
孫逸仙,孫文
機關銃,機銃
聲問,鯉素
理想我,超自我
杜宇,蜀魂鳥
寺典,大道署
康健,强健
擅斷,擅斷
三公六卿,三公六卿
白描畫,白描畫
曉知,曉智
干支,干支
皆旣,皆旣
堤堰,堰堤
九章算術,九數
俘獲,捕虜
絶穀,絶穀
高孫,高孫
祝竣工,祝完工
荒土,萊蕪
監視人,監視員
失望,落膽
宮女,內人
睿智界,可想界
商賈船,商船
暗愚,暗愚
蕃盛,繁盛
節氣,時令
沙紙,砂布
酣臥,熟睡
昇降石,石段
卉服,卉衣
捕盜大將,捕將
外艱,外艱喪
混元,混元
欲求,欲求
公演權,上映權
健康證書,健康證明書
低率,低率
非想天,非想非非想天
減黜,貶黜
溫水浴,溫水浴
長子,尙子
療養所,療養所
消食劑,消食劑
預言,預言
變音記號,臨時標
懶怠,懶惰
歲遣船,歲遣船
森肅,森肅
疆土,疆宇
無色鑛物,無色鑛物
造胞體,造胞體
媚悅,媚諂
漕轉,漕運
殷賑,興盛興盛
鷺鷥藤,忍冬草
鑞衣,鑞染
燧火,燎炬
遣彼章,東都章
戒律宗,律宗
鼎小鳥,蜀鳥
病沒,病死
嫠婦,寡女
覽古,訪古
後任者,後任者
玩索,玩索
漁獲量,漁獲高
嬌影,嬌姿
無限際,無際
黑雷鳥,野鷄
外知制誥,外知制誥
夢遺,夢色
分袂,分袂
人造珊瑚,假珊瑚
天文潮,天文潮
春塘臺試,春塘臺試
帆狀瓣,帆狀瓣
飜譯,飜譯
初娶,前娶
三人稱,三人稱
勅敎,勅敎
五釐,五厘
義勇軍隊,義勇隊
阿諛,阿諂
東牀,半子
兩方,雙方
絡蹄,章擧
寺人,寺人
推薦書,推薦書
虎列刺,虎疫
筵臣,筵臣
層崖,層崖
字輪觀,字輪觀
後備,後備
切感,切感
判刑部事,判刑部事
高猷,高猷
時節炳,時節炳
遐福,洪福
首頭,首頭
大分裂,大分裂
忿頭,忿頭
酒榨,酒糟
古迹,故址
高血糖,高血糖
性腺,生殖腺
小註,小註
興仁門,興仁門
八荒,八荒
遙遠,遙遠
訓鍊場,訓鍊場
敦義門,敦義門
尾毛,尾毛
東營,東營
八供養,八供
杜空,枓工
高驪葬,高驪葬
陳編,陳篇
年初,首歲
動靜,王駕
憎惡,生憎
消毒綿,脫脂綿
銀潢,銀河水
螭柱石,螭頭
洞長,洞首
鹽海,鹽海
鐘路,鍾路
骨賦,骨賦客
所得效果,價格效果
書筵,冑筵
再娶,繼妻
前宵,昨宵
蝍蛆,土蟲
法醞,內醞
協約憲法,協定憲法
排水溝,排水路
油畫,油繪
蒙昧,蒙昧
閒裕,閒裕
貸與,貸與
帝闕,帝闕
不動如來,阿閦婆
怡悅,怡悅
順列,順列
製粉機,精粉機
槐安夢,黃粱一炊之夢
夭死,橫夭
背理法,歸謬法
固定要素,固定要素
封人,封人
工事費,工費
腎臟炎,腎炎
女人像,女人像
順列,順列
珂里,珂鄕
謄抄,謄出
換標,換標
奇書,寓書
白殭蠶,白乾蠶
佈告,布告
折算,打算
薄行,浮輕
古跡地,古迹地
汀濆,水濱
平話,平話
唐瘡,唐瘡
毒砂,毒沙
淫風,淫習
至善,止於至善
郁李,山櫻桃
簾車,蓮花
中稱,遠稱
弊値,弊値
適否,當否
空去來,差金賣買
水鷄,紫鴛鴦
孟冬,上冬
砂時計,沙時計
水原,水原市
卽地,卽地
辯才天,辯才天
傍聽客,傍聽客
椰子科,椰子科
具利,具利
嘉賓,嘉賓
騎兵,騎兵
無量壽經,阿彌陀經
飜本,飜刻本
止觀玄文,止觀玄文
多少,多少
名祖,名祖上
天元,天元點
無後,無嗣
兩罰規定,兩罰規定
木醋酸,木醋
渚崖,渚崖
流淚,流淚
九族,九族
弟子,弟子
群雄,諸豪
三七日,三七日
許參,許參
極核,胚囊核
彌勒佛,慈氏
調律工,調律師
比喩法,譬喩法
貧素,極窮
地檢,地方檢察廳
夕陽,夕陽
囚獄,牢獄
魚鹽,魚鹽
瀝靑石,瀝靑巖
鎔巖流,熔巖流
終生,終生
今歲,此歲
葭葦,蒹葭
望月,望月
棄糧沈船,沈船破釜
伎倆,技倆
衆位,僉位
遊獵期,獵期
不死草,羊韭
濊貊,穢貊
瞠目,瞠若
嘉謀,嘉謨
警所,警所
繁忙,繁忙
水弩,射影
辰砂,辰砂
道德,道德
東萊區,東萊區
無能力,無能力
石毛薑,猴薑
致死,致斃
蘆渚,蘆汀
鵂鶹,訓狐
知經筵事,知經筵
保釋,保釋
史劇,史劇
瞬間,瞬間
古生人類,古生人類
傲然,驕慢
圓柱圖法,圓柱圖法
子規,思歸鳥
馬韭,羊韭
寶祚,寶位
積石塚,積石葬
沙質壤土,砂壤土
摛文院,奎章閣
拙生,優生
闕本,散帙
京師,京府
平均臺,平衡臺
色情倒錯,異常性慾
巨萬,鉅萬
工藝美術,工藝美術
酸漿,酸漿
离方,離方
家舍定制,家舍定制
上年,先年
刺薊,刺薊
庶民,黎首
除草劑,殺草劑
現物給與,實物賃金
竹席,竹簟
汚物,汚物
挂筮,挂筮
兔核,白蘞
滿款,滿款
列缺,列缺
賤土,賤鄕
完納,完納
序文,序文
販賣者,販賣者
撞球,玉突
漸墜法,漸墜法
切急,大急
樞機卿,紅衣主敎
紅娘子,酸漿
野貓皮,野猫皮
稽滯,遲滯
饒足,饒富
人造革,人造革
拍子標,拍子標
臘享,臘享
水涯,渚岸
魁甲,狀元
玄宅,玄宅
獸醫學科,獸醫學科
家父,家親
出擧,擧錢人
瘠薄土,荒地
幎目,幎冒
眩暈症,眩暈
安樂死,安死
座長,席長
上天,天公
落張,落張
郵遞,郵便
旅館,傳舍
花瓣,花片
仗囚,仗囚
支石墓,支石墓
白殭蠶,白殭蠶
鱗片葉,鱗葉
判事,判都評議司事
客堂,客堂
荒冢,荒冢
薄茶,薄茶
白丁,宰人
複式試合,複式競技
冷凍車,冷藏車
國基,國基
沒著落,沒着落
昔年,昔歲
鳶鱝,黃紅魚
粉藥,末劑
山靴,登山靴
句絶,句切
坊里,郊里
都大禪師,判禪宗師
改悔,悔改
肺活量,肺量
談義,法話
活用,死藏
疇曩,頃日
烽樓,烽臺
新禧,新祉
鰍魚湯,鰍湯
寒采,油菜
合致點,合致點
陽川區,陽川區
外部抑制,外部抑制
禪宮,淨宮
著作家,著作家
第二審,第二審
代喩法,代喩法
生辰,生辰
貴稿,貴稿
移住,移住
百日草,紫薇花
卯酉圈,卯酉線
官衙,府署
直截口,直截面
擬中心,傾心
流星,星雨
神秘,不可思議
胡壽,曼壽
上府,上府
罵倒,罵倒
圍心腔,心膜炎
尊家,貴家
孕婦,孕母
風箱,風箱
液膏,液膏
裏面,裏面
觀光業,觀光事業
盧弓,盧弓
四配,四侑
威壓,壓迫
臺望,臺望
遲緩,稽緩
朱喇,朱喇
逢迎,逢迎
衰運,衰運
棺材,棺材
全北,全北
先取特權,先取特權
昨宵,昨宵
自家廣告,自家宣傳
亂國,亂邦
百鷗歌,百鷗歌
纂錄,纂錄
武兼,武兼
頃者,曩日
莠言,醜言
五代十國,十國
風俗事犯,風俗事犯
海東靑,海靑
慈氏,慈子
頻年,頻年
饘粥,饘粥
運命悲劇,運命悲劇
崇位,崇位
東岳大帝,東岳大帝
孫子,孫子
初速,初速度
雇主,雇用主
字彙,字典
料理法,調理法
私學園,私立學校
未詳,不詳
柞木,大葉櫟
節臼,臗骨臼
幼子,小兒
達練,達練
京畿,京畿道
寢衣,寢衣
斷袖,斷袖
孕身,孕重
太陽年,太陽年
訛言,訛語
制汗劑,止汗劑
游泳足,游泳足
金毘羅,金比羅
兵略,兵略
五鬣松,五鬣松
雀麥,耳麥
樂浪,樂浪
山臺,山棚戱
延壽,延年益壽
先入觀,先入主見
京輦,京輦
硬皮症,硬皮症
月色,月色
賀詞,賀辭
東北風,條風
榮光,榮光
卑屬親,尊屬親
承重,承重喪
助援,助援
非難,詰難
黃土,十王廳
起擾,起擾
村民,村民
變節期,變節期
吊橋,吊橋
反射光,反射光線
傷寒陰症,陰症傷寒
遁甲術,遁甲術
夏期,夏季
朔望,朔望
司馬試,司馬試
食菌細胞,食菌細胞
書牘體,書牘體
遷化,遷化
鴛鴦藤,鴛鴦藤
驅蟲,驅蟲
軍旅,干戈
紫地,紫地
長星,箒星
遠視眼,遠眼
檀香木,檀香
褥草,褥草
從姪,從姪
褊狹,褊狹
虎脚盤,虎脚盤
四大洲,四洲
世宗市,世宗市
度支協辦,度協
金鈿,金簪
仙鼠,天鼠
書鎭,書鎭
洋砲,洋砲
自轉車,自轉車
黃金寶冠,金冠
鴟鴞,梟鴟
卽吟,卽詠
排出辦,排氣瓣
通貨,通用貨幣
式年科,式科
書家,書工
勵起,勵發
運送,運輸
令姪,令姪
練磨盤,練磨盤
鐸鈴,鐸鈴
郁李,車下梨
銃殺,銃殺
隔靴爬癢,隔靴爬癢
女墻,垜口
燻製,薰製
嘉會,佳會
鳳苑,鳳苑
依賴,依賴
均田制,均田法
脚戱,角戱
狩獵場,獵場
息耗,休咎
報書,報書
砂丘,砂丘
一分子層,單分子層
林産物,林産物
黑鉛片巖,黑鉛片巖
酷評,酷評
蚊帳,蚊帳
革新政黨,革新政黨
歸謬法,歸謬法
爝火,燎炬
銀漢,星河
褒祿,賞祿
鏡檢分析,檢鏡分析
行裝,行李
絲禽,鶬鷄
閒步,閑步
膽石痛,膽石症
兇禍,凶禍
艶書,艶文
鬼神,神鬼
豐滿,豐滿
陣亡,陣歿
薰爐,薰爐
正則行列,正則行列
職牒,謝牒
王世子,底荷
偸鍼,麥粒腫
野蠻族,野蠻族
編織,編織
切斷機,斷切機
都目,都目政事
至想,考案
大惡,大惡
飛馬,飛馬
倭橘,倭橘
數遞,數遞
旱災,旱災
細蔥,細葱
扞禦,扞禦
零本,缺本
享樂街,歡樂街
減法混色,減算混合
京風,京風
內侍,內侍
大典續錄,大典續錄
單身,單身
殊功,殊功
綿羊,綿羊
飢餓同盟,飢餓同盟
六籍,六籍
苧紗,苧紗
良辰,良辰
血淋,血淋
銃劍,銃劍
讒謗,讒謗
鞀鼓,鼗鼓
橫貫鐵道,橫斷鐵道
禁斷症勢,禁斷現象
海丘,海山
小屋,矮屋
禾利,花利
一列,單列
干伐飡,伊伐翰
宮寢,九重宮闕
惡者,惡人
小賣業,散賣業
戀歌,情歌
附點,音標點
子規,蜀鳥
閽寺,內侍
練磨,鍊磨
寄生生物,寄生者
金文字,金字
俄頃,俄間
血檢,血液檢査
議決權,決議權
朴質,樸質
御賜花,賜花
腦頭蓋,腦蓋
從肆,從肆
天池,天池
蠕形動物,蠕形動物
胸中,胸曲
改善,改善
出産休暇,出産休暇
溪鬼蟲,含沙
乙號證,乙號證
上升,上升
科落,科落
支給,支給
課稅客體,課稅物件
澤漆,澤漆
押付,押交
刊校,刊校
不連續量,不連續量
摩尼珠,摩尼寶珠
平土葬,平土葬
玉版魚,含光
石珊瑚類,綠石類
仳離,離散
受肉,受肉
太子少師,少師
刺細胞,刺胞
文廟樂,釋奠祭樂
寸心,薄志
次養子,次養
急行,緩行
靑鳩,山鳩
前回,向前
間諜,間人
水沫,水泡
散帙,零簡
胤君,允玉
習慣音,慣習音
拒絶,認定
委託人,受託人
科甲,科甲
揷枝,揷枝
破裂音,停止音
緣累,連累
鳥網,羅網
蜻蛉,靑娘子
統帥,統領
祖上,先祖
外國換,外換
凶豐,凶豐
太原,太原
賻儀,菲品
寡鵠,鰥夫
鷄子淸,鷄子淸
大豐,大豊
土附子,草烏頭
華氏溫度,華氏
諸臺,臺諫
高謨,高猷
新曆,太陽曆
音子,音響量子
知名之士,知名人士
彩牋,彩箋紙
小舅,小舅
先驗哲學,先驗哲學
冥間,冥境
作鬧,作拏
紅茶,紅茶
裸花,無被花
五香,五香
叛軍,叛軍
前便,先便
溫突石,溫堗石
殞泣,流泣
衾枕,兩衾
論證,立證
涉險,涉危
泥鰌,泥鰌
累年,每年
樞機官,樞機卿
廳事,殿衙
常綠樹,常磐木
改服所,改服所
卜者,卜者
藩王,藩王
冷情,冷情
放射線帶,放射能帶
寄書人,寄書者
自身,自身
樹稼,木稼
知訓鍊,知訓鍊
宸筆,宸筆
加擔犯,從屬犯
山嶺,山峯
君上,人君
等磁線,等磁力線
種麴,麴蘖
戶房衙前,戶房
害損,損害
畫龍大旗,交龍旗
狼尾草,狗尾草
吹奏樂隊,管樂隊
張豐雲傳,張豊雲傳
摸擬,摸擬
長番內官,長番內侍
前嫌,前嫌
河魁星,將星
幻影肢,幻像肢
金簪草,金簪草
靑天,靑天
內在批評,內在批判
無水窒酸,五二酸化窒素
禪家,禪家
蛋白紙,鷄卵紙
三角聯盟,三角聯盟
宮女,宮女
陰地植物,陰地植物
行廊,壯行廊
武步,武步
樹枝紋,樹枝紋
農器具,農器
參加人,參加者
藥方文,藥和劑
武寧王,武寧王
雨裝,雨備
材器,材器
天狗星,天狗
過激,穩健
超凡,超倫
石龍芻,龍鬚草
鍾路區,鐘路區
書算,書數
梟鴟,山鴞
澒濛,鴻濛
望潮魚,鱆魚
澣濯,澣滌
黃貂,山獺
一週忌,練祥
正旦,正日
姻兄,妹兄
祭亡妹歌,爲亡妹營齋歌
駑馬,駑馬
前年度,過年度
團結,團結
利刃,銛刀
洋躑躅,洋躑躅
飛湍,飛湍
無煙炭,有煉炭
壙誌,墓地
刑務所,監獄
至于今,今來
婚姻聖事,婚配聖事
三貼紙,三疊紙
會晤,會見
磽确,草萊
彌勒座主,當來彌勒
庶民,平民
書牘,便紙
三疊紙,三疊紙
漕渠,漕渠
黃粱米,黃粱米
牧伯,牧伯
妙翅鳥,迦樓羅
留念,留意
要因證券,要因證券
時鳥,蜀鳥
邦紀,邦紀
徒黨,徒屬
他國語,外語
子孫之計,子孫計
監賑使,監賑使
土猪皮,土猪皮
傷悼,傷痛
敗數煞,敗運煞
主祀,奉祠
羊韭,忍凌
投資材,生産財
片時,須臾
早生兒,助産兒
京師,都邑
汎稱,汎稱
外換,外換
晝餐,晝餐
白顚,的顙馬
前矩,前矩
痛歎,痛歎
磁器,瓷器
年華,年華
皮匠,皮匠
波羅蜜多,波羅蜜
菩薩,慈氏尊
決意,決心
至冤,至冤極痛
彭殤,壽夭
喪神,失神
消閒,消閑
恣肆,放縱
高麗靑磁,高麗靑瓷
宏猷,大猷
高價,高價
爘爛,粲爛
風災,風害
黃壚,陰府
日射病,日射病
請負,請負
祖國,祖國
海棠花,海棠花
殿階,殿階
脫監,脫監
兵制,軍制
布穀鳥,布穀鳥
腹臟,腹臟
詰問答,詰論議
頭骨,頭骨
陰液,陰液
上午,午前
梵宇,僧坊
放射形,放射狀
風敎,風聲
狩獵地,狩場
銀造紗,銀條紗
兩院,二院
有娠,懷孕
肉芽組織,肉芽
擇取,取擇
大祥,大朞
土種,在來種
體貌,體面
價折,價折
請札,請狀
影職,借銜
肉癭,肉瘤
怨婦,怨婦
豊玉,肥沃
炊湯,炊湯
汽船,蒸氣船
屍體,屍身
轉移,轉移
食鹽泉,鹽泉
悖倫,破倫
瓊音,瓊音
無我之境,無我境
蜿蟺,地龍子
哀慕,追慕
一枝軍,一枝兵
官司,官衙
靜肅,靜肅
電磁場,電磁場
過謬,愆尤
丁銀,丁銀
鮆魚,鱭魚
辯天,辯才天
濾光板,濾光器
巖生植物,巖上植物
無能,無能
水廓,瞳孔
牽夫,馬夫
白鱓,白鱓
掛子,掛子
齒質,齒質
烽火干,烽火干
冷病,冷病
暗喩,隱喩法
知中樞,知中樞院事
莖物,陽莖
金官伽倻,南加羅國
林虎隱傳,謫降七仙
鍊鐵,煅鐵
漂白土,酸性白土
通靈草,忍冬
接觸電壓,接觸電位差
芳紀,芳年
芎歸湯,芎歸湯
旗國法,旗國法
核武器,核武器
擊仆症,擊仆症
帝師,王師
性慾,生殖慾
自筆,自筆
市舶,貿易船
國仙,國仙
陰生蟲,陰生蟲
宋學,宋學
脫服,脫服
惟一,惟一
電鑄術,電鑄術
仕宦界,宦路
紫河車,紫河車
征伐,征伐
驕慢,偃蹇
微誠,微誠
蘆汀,蘆汀
松烟,松烟
伴性遺傳,伴性遺傳
靈巖,靈巖郡
浮沫,浮沫
丁寧,丁寧
自己保險,自己保險
蓮花,雷芝
大行星,大惑星
碧蘚,靑苔
船舶工學,造船學
兇物,兇物
珠芽,珠芽
臛臛婆,臛臛婆
同鄕人,鄕人
左證,證參
要所,要處
目的主義,目的主義
勞淋,勞淋
走熱性,走熱性
巡撫使,巡撫使
拓植,拓植
貯木場,貯木場
白痴,天才
亞翣,亞翣
自治團體,自治團體
右台,右台
貰錢,貰金
戎軒,酣戰
反故,反古
法靑,琺靑
少師,太子少師
軍備擴張,軍擴
文引,證票
肉慾的,官能的
五天竺,五天
淨宮,僧伽藍摩
始末,始末
佳肴,佳肴
衙府,廳事
人馬宮,射手座
橫路,橫路
靜電誘導,靜電誘導
王學派,陽明學派
一列,一列
藥材料,藥材料
蔦蘿,寄生木
嗔怒,瞋怒
木主,神主
失意,得意
頰骨,顴骨
灰燼,灰燼
本籍,本籍
疣痔,疣痔
內揷法,內揷法
內陸河,內陸河
茶毘法,焚燒法
球菌,球菌
專門誌,專門誌
殺害,殺越
冥路,冥間
世評,世說
軍協,軍部協辦
慘慽,鼓盆之痛
三板船,三板
葬禮費,葬事費
渚崖,水涯
自然免疫,類族免疫
氷田,氷原
肌理,肌理
薄邑,薄邑
下札,下札
雜商,雜商人
耐空,耐高空
保證,擔保
內野,內野手
劍室,劍室
牧使,牧官
登壇,入壇
開票場,開票場
傳染病,傳染病
舊文書,舊文券
企畫,企劃
儲留,貯留
食用油,食油
軟柹,乾柿
長老敎,長老派
滿干潮,干滿
講經科,講經科
戶房衙前,戶房衙前
兒男子,男兒
腸捻轉,腸捻轉
淡綠色,淡綠色
憂結,憂結
亭榭,亭榭
柏臺,柏臺
齋禱,齋禱
小朞,朞年祭
心痛,痛心
先鄕,先鄕
從叔母,堂叔母
各別,特別
四六文,騈儷文
蓄積,積貯
理想氣體,完全氣體
哮咆,嘲哮
後廂陣,後軍
脊骨,脊椎骨
風鐸,風鐸
低血糖症,低血糖症
無期懲役,無期懲役
不如歸,不如歸
卜人,賣卜者
通貨收縮,通貨縮小
庫英綃,庫英
晏寧,晏寧
興夫歌,縛打令
露葵,破樓草
連續生産,一貫作業
排布,排鋪
洪量,弘量
叛人,叛人
不明數,無名數
知名之士,名世
乾石魚,剖鹽石魚
浮漂水雷,浮漂水雷
北邙山川,北邙山
基準換率,基準換時勢
才女,才士
將官,將帥
無職業,無職業
副葬品,陪葬品
酒屋,酒舖
童幼,兒童
打字員,打字手
天漢,銀漢
偏陋,褊陋
共同作,共同文學
遞歸,遞來
鹽基性巖,酸性巖
四垂,四境
獵取,畋獵
冀願,希望
丈六佛,丈六佛像
火刀,燧金
證市,證券市場
彈體,彈體
基準換率,基準換率
大惑,大惑
怪疾,怪疾
十一條,十一租
三生兒,三胎子
蟲樣垂,蟲垂
投機事業,投機業
地膽,斑蝥
鞠育,鞠養
試料,檢體
山臺,山臺雜戱
阿閦,阿閦
鹽膽水,鹽膽水
牌旨,牌旨
猢猻,猢猻
庭園師,槖駝
發光菌類,發光菌類
軟脆,軟脆
兵備,兵備
木蠹蟲,木蠹蟲
鐵物店,鐵物商
持彼,挑鈴
至窮,至貧無依
五溫神,五瘟神
齒車,牙輪
恩師,恩傅
沐浴桶,湯槽
人德,人德
幽谷,幽谷
無碍,無㝵
堂姪婿,堂姪婿
淨房,灰治粧
展開部,發展部
姓名學,姓名哲學
立哨,動哨
書翰箋,書翰紙
腦漿,髓液
束草,束草市
東明,東明
五彩,硬彩
私刑罰,公刑罰
姦迹,姦迹
白麯,白麯
橫斷鐵道,橫斷鐵道
經緯度,經緯線
來世,他世
姦凶,姦凶
索寞,索寞
鞭策,馬鞭
昇汞,鹽化水銀
不贊成,不贊
獵夫,狩人
石蠶蛾,原蠶蛾
夏節,夏節
恒等元,恒等元
雷丸,雷丸
壓大麥,壓麥
印紙稅,印紙稅
原是,原是
入場票,入場票
葬儀,葬儀
五鈷杵,五鈷
纖維腫,脂肪腫
呑吐,呑吐
庚申黜陟,庚申士禍
夫婦間,夫婦之間
衣甲,甲衣
點適板,點適板
刑制,刑制
山桃,山桃
太陽穴,太陽穴
休息,休偈
禁亂軍,禁亂軍
躁動,躁動
酬恩,報恩
宸闕,九重深處
代表訴訟,派生訴訟
直選,直選
至今,迄今
內臟型,內臟緊張型
大口魚,大口魚
長礎石,長礎石
山長,隱士
聖祚,帝位
陽物,玉莖
軟弱,强硬
金浦市,金浦市
春宵,春宵
金融市場,金融市場
丙寅邪獄,丙寅邪獄
勢多迦,制咤迦
蠶種臺紙,蠶紙
御人術,御人術法
鐘樓,鐘堂
認定,拒絶
口語,口頭語
江豚,眞海豚
標識,標幟
安亢羅,安州亢羅
鎭吐劑,制吐劑
龍膽,龍膽草
歸元,入寂
寡宅,寡婦宅
放漫,偃蹇
深夜,白晝
石龍子,山龍子
牙錢,頭錢
雪餻,雪糕
三昨日,再再昨日
大輅,乘輿
赴告,訃信
野砲兵,野戰砲兵
片紙,書札
玉樓,白玉樓
騈體文,騈文
淵叢,淵藪
空氣銃,空氣銃
四支,四支
路側,道邊
臺試,春塘臺試
丹鳳,九重宮闕
賊匪,匪賊
同齡,同齡
翰池,翰池
紋衣,紋衣
鼉甲,穿山甲
蘿蔓,長春藤
下都給者,再都給者
僞稱,詐稱
關王廟,老爺廟
別房,簉室
豈弟,愷弟
野圈,與圈
船首,船頭
白化,白化現象
碁客,棋客
是日,此日
達成,成就
再次,再度
當來彌勒,慈子
所賴,所德
跏坐,全跏坐
時享,歲一祀
被選擧者,被選擧人
蝙蝠,仙鼠
波浪,波蘭
作貫,作快
美粧院,美粧院
陶棺,陶棺
通過商業,通過商業
索漠,索寞
壯元,魁甲
鈍漢,鈍漢
安息所,安息所
搤腕,扼腕
匹對,匹對
對句,偶句
手紋,手紋
硏磨紙,硏磨紙
矜恃,自負
內衣,襯衣
常磐木,常綠樹
援救,援救
墓銘,墓銘
梵宮,梵宮
行啓,動輿
裁人,仲裁者
整版,成版
僞言,僞言
不悌,不悌
口數,人口數
癲疾,癎疾
門間,門隙
融解溫度,融解點
宮奴婢,內奴婢
身勢,身世
達練,熟達
盆唐區,盆唐
黃門,內宦
南蠻沙,南蠻沙
計書,報告書
合成,分解
兒山停,下州停
不滅,不朽
功蔭田,賜牌田
猿猴,獼猴
經緯線,經緯度
老壽,遐年
盛豊,盛豐
佇眄,佇見
無上大法,無上大法
神祕學,神祕學
蘇合丸,蘇合香元
今來,迄今
性交,淫事
西大陸,美洲
梵宇,梵宇
鉛直面,鉛直面
砂漠,砂漠
童子釘,僮子釘
左纏藤,金銀藤
忽魚,含光
孕重,孕身
手例,手決
壯版紙,壯版紙
孕婦,孕婦
玉駕,寶駕
靈飯,靈供
追白,追陣
柴門,柴扉
固有語,土着語
自體誘導,自己誘導
毛菫,自灸
派遣隊,派遣部隊
京輦,京洛
甎甓,煉瓦
盤散,媻跚
緊着,緊切
無賴輩,浮浪輩
講經,治經
症候,症狀
時調,時節歌
寒冷,冷寒
西小門,西小門
代播,代播
代送,替送
純粹獨占,單純獨占
憲政,立憲政治
凡夫僧,菩薩僧
果頭,果頭
稱譽,稱讚
怪談,幻談
捧戲,棒戲
通約,約分
接遇,接待
國鈞,國均
通譯,象譯
寺刹,紺園
千秋萬古,萬古千秋
昨週,前週
鐵漿,鐵液水
像型,像型
得度,得悟
逸秀,秀逸
戈兵,戈兵
重刊,重刊
規則動詞,規則動詞
詐數,詐數
典禮劇,典禮劇
制勅,制詔
氷肌,氷姿
風枕,風枕
血族結婚,血族結婚
菌蓋,菌蓋
蕪荑仁,蕪荑仁
砲身腔,砲身腔
洗濯,澣濯
禁府羅將,禁府羅將
哺啜客,取食客
洗手,洗手
檢査,檢査
光陽郡,光陽郡
几筵,几筵
涉險,涉險
笞刑,笞刑
妻便,妻便
精細胞,精細胞
辭退,辭退
蛙泳,蛙泳
普通考試,普通考試
路需,路需
防禦,防禦
敗喪,敗喪
甦生,甦生
山桃,楊梅
歲旦,元日
語助辭,語助辭
頸動脈體,頸動脈體
卓狀地,臺地
返報,反報
近代謠,近代謠
蛇蛻,蛇退
單分子層,單分子膜
限界狀況,極限狀況
白根,白蘞
屍軀,屍軀
黃華,黃華
卽祚,卽位
壽福,福壽
橢圓球,楕圓球
臨終,死期
靈柩車,葬禮車
一弦琴,一絃琴
東畿停,毛只停
聲曲,音曲
收金員,集金員
近巡,近巡
光蔘,金海鼠
稼行,稼行
先鞭,先鞭
甚深,甚深
美匠,意匠
王宮,九禁
蝕連星,食變光星
香奠,菲儀
差別,別差
下廬,下念
俯瞰,俯視
豫壻,豫壻
朔鼓,朔鼙
